2015-03-23 19:54:49,/home/shaivi/TextEditor/fun1.py,High Priority
2015-03-23 19:55:04,/home/shaivi/TextEditor/function.py,Medium Priority
2015-03-23 20:26:18,/home/shaivi/TextEditor/main.py,High Priority
